subject,body,label
inactivations,"cheryl johnson
08 / 31 / 2000 11 : 14 am
to : camille gerard / corp / enron @ enron , jeremy wong / hou / ect @ ect , bob
bowen / hou / ect @ ect , debbie r brackett / hou / ect @ ect , mary g gosnell / hou / ect @ ect ,
larry joe hunter / hou / ect @ ect , kori loibl / hou / ect @ ect , tom e
moore / hou / ect @ ect , john d powell / hou / ect @ ect , brant reves / hou / ect @ ect ,
marilyn colbert / hou / ect @ ect , bill d hare / hou / ect @ ect , laurel
adams / hou / ect @ ect , peggy alix / hou / ect @ ect , amelia alland / hou / ect @ ect , lauri a
allen / hou / ect @ ect , bridgette anderson / corp / enron @ enron , beth
apollo / lon / ect @ ect , arfan aziz / lon / ect @ ect , susan bailey / hou / ect @ ect , cyndie
balfour - flanagan / corp / enron @ enron , stacey richardson / hou / ect @ ect , edward d
baughman / hou / ect @ ect , kimberlee a bennick / hou / ect @ ect , lisa berg
carver / hou / ect @ ect , anne bike / corp / enron @ enron , jennifer blay / hou / ect @ ect ,
fred boas / hou / ect @ ect , bob bowen / hou / ect @ ect , debbie r brackett / hou / ect @ ect ,
linda s bryan / hou / ect @ ect , lesli campbell / hou / ect @ ect , anthony
campos / hou / ect @ ect , sylvia a campos / hou / ect @ ect , nella
cappelletto / cal / ect @ ect , cary m carrabine / hou / ect @ ect , clem
cernosek / hou / ect @ ect , pat clynes / corp / enron @ enron , marilyn
colbert / hou / ect @ ect , brad coleman / hou / ect @ ect , donna consemiu / hou / ect @ ect ,
robert cotten / hou / ect @ ect , mike croucher / hou / ect @ ect , romeo
d ' souza / hou / ect @ ect , shonnie daniel / hou / ect @ ect , frank l davis / hou / ect @ ect ,
cheryl dawes / cal / ect @ ect , jennifer deboisblanc denny / hou / ect @ ect , rhonda l
denton / hou / ect @ ect , russell diamond / hou / ect @ ect , stacy e dickson / hou / ect @ ect ,
bradley diebner / hou / ect @ ect , michael eiben / hou / ect @ ect , susan
elledge / na / enron @ enron , faye ellis / hou / ect @ ect , diane ellstrom / hou / ect @ ect ,
veronica espinoza / corp / enron @ enron , enron europe global contracts and
facilities , enron europe global counterparty , daren j farmer / hou / ect @ ect ,
jacquelyn farriel / gpgfin / enron @ enron , genia fitzgerald / hou / ect @ ect , irene
flynn / hou / ect @ ect , shawna flynn / hou / ect @ ect , susan flynn / hou / ect @ ect , hoong p
foon / hou / ect @ ect , rebecca ford / hou / ect @ ect , imelda frayre / hou / ect @ ect ,
randall l gay / hou / ect @ ect , scotty gilbert / tor / ect @ ect , lisa
gillette / hou / ect @ ect , carolyn gilley / hou / ect @ ect , winston
goodbody / hou / ect @ ect , amita gosalia / lon / ect @ ect , mary g gosnell / hou / ect @ ect ,
melissa graves / hou / ect @ ect , andrea r guillen / hou / ect @ ect , david
hardy / lon / ect @ ect , bill d hare / hou / ect @ ect , kenneth m harmon / hou / ect @ ect ,
tony harris / hou / ect @ ect , peggy hedstrom / cal / ect @ ect , elizabeth l
hernandez / hou / ect @ ect , brenda f herod / hou / ect @ ect , marlene
hilliard / hou / ect @ ect , liz hillman / corp / enron @ enron , nathan l
hlavaty / hou / ect @ ect , corey hobbs / corp / enron @ enron , jim homco / hou / ect @ ect ,
cindy horn / hou / ect @ ect , larry joe hunter / hou / ect @ ect , rahil
jafry / hou / ect @ ect , tana jones / hou / ect @ ect , katherine l kelly / hou / ect @ ect ,
nanette kettler / hou / ect @ ect , cheryl dudley / hou / ect @ ect , bob
klein / hou / ect @ ect , troy klussmann / hou / ect @ ect , victor lamadrid / hou / ect @ ect ,
karen lambert / hou / ect @ ect , gary w lamphier / hou / ect @ ect , kristian j
lande / hou / ect @ ect , elsie lew / hou / ect @ ect , andrew h lewis / hou / ect @ ect , jim
little / hou / ect @ ect , kori loibl / hou / ect @ ect , melba lozano / hou / ect @ ect , scott f
lytle / hou / ect @ ect , hillary mack / corp / enron @ enron , richard c
mckeel / hou / ect @ ect , chris mendoza / hou / ect @ ect , nidia mendoza / hou / ect @ ect ,
carey m metz / hou / ect @ ect , julie meyers / hou / ect @ ect , richard a
miley / hou / ect @ ect , bruce mills / corp / enron @ enron , scott mills / hou / ect @ ect ,
glenda d mitchell / hou / ect @ ect , patrice l mims / hou / ect @ ect , jason
moore / hou / ect @ ect , torrey moorer / hou / ect @ ect , jackie morgan / hou / ect @ ect ,
michael w morris / hou / ect @ ect , matt motsinger / hou / ect @ ect , gary
nelson / hou / ect @ ect , dale neuner / hou / ect @ ect , tracy ngo / hou / ect @ ect , debbie
nicholls / lon / ect @ ect , john l nowlan / hou / ect @ ect , frank
ortiz / epsc / hou / ect @ ect , b scott palmer / hou / ect @ ect , anita k
patton / hou / ect @ ect , regina perkins / hou / ect @ ect , debra
perlingiere / hou / ect @ ect , richard pinion / hou / ect @ ect , sylvia s
pollan / hou / ect @ ect , brent a price / hou / ect @ ect , cyril price / hou / ect @ ect , joan
quick / hou / ect @ ect , dutch quigley / hou / ect @ ect , leslie reeves / hou / ect @ ect ,
donald p reinhardt / hou / ect @ ect , brant reves / hou / ect @ ect , suzy
robey / hou / ect @ ect , bernice rodriguez / hou / ect @ ect , carlos j
rodriguez / hou / ect @ ect , sam round / hou / ect @ ect , marilyn m schoppe / hou / ect @ ect ,
samuel schott / hou / ect @ ect , brad schneider / corp / enron @ enron , dianne
seib / cal / ect @ ect , cris sherman / hou / ect @ ect , john sherriff / lon / ect @ ect , james
shirley / hou / ees @ ees , lynn e shivers / hou / ect @ ect , michele small / lon / ect @ ect ,
mary m smith / hou / ect @ ect , susan smith / hou / ect @ ect , mary
solmonson / hou / ect @ ect , jefferson d sorenson / hou / ect @ ect , carrie
southard / hou / ect @ ect , mechelle stevens / hou / ect @ ect , willie
stewart / hou / ect @ ect , geoff storey / hou / ect @ ect , colleen sullivan / hou / ect @ ect ,
john suttle / hou / ect @ ect , connie sutton / hou / ect @ ect , tara
sweitzer / hou / ect @ ect , dianne j swiber / hou / ect @ ect , neal symms / hou / ect @ ect ,
vance l taylor / hou / ect @ ect , edward terry / hou / ect @ ect , kim s
theriot / hou / ect @ ect , sheri thomas / hou / ect @ ect , veronica
thompson / gpgfin / enron @ enron , mark d thorne / hou / ect @ ect , philippe
travis / lon / ect @ ect , susan d trevino / hou / ect @ ect , laura
vargas / corp / enron @ enron , claire viejou / lon / ect @ ect , elsa
villarreal / hou / ect @ ect , robert walker / hou / ect @ ect , george
weissman / hou / ect @ ect , chris wiebe / cal / ect @ ect , sony wilson / hou / ect @ ect ,
o ' neal d winfree / hou / ect @ ect , christa winfrey / hou / ect @ ect , rita
wynne / hou / ect @ ect
cc :
subject : inactivations
reminder :
records on the august 2000 name change / merger notification report will be
inactivated tomorrow afternoon 9 / 01 .",0
put the 10 on the ft,"the transport volumes decreased from 25000 to 10000 . all 10000 should be on
contract 012 - 41991 - 203 .
thanks ,
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 08 / 31 / 2000
10 : 54 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 08 / 31 / 2000 10 : 47 : 37 am
to : ami _ chokshi @ enron . com
cc :
subject : put the 10 on the ft
( see attached file : hpl - sept . xls )
- hpl - sept . xls",0
new phone number & address,"this is the new information for txu energy trading
carlos
- - - - - - - - - - - - - - - - - - - - - - forwarded by carlos j rodriguez / hou / ect on 09 / 01 / 2000
07 : 27 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
jheitmiller @ txuenergy . com on 08 / 31 / 2000 02 : 58 : 00 pm
to : aburrell @ utilicorp . com , jgillies @ swbell . net , lsnow @ cantera - resources . com ,
jbarkus @ cantera - resources . com , weasterl @ txu . com , karenaj @ mitchellgs . com ,
rlitvik @ markethubs . com , carlos . j . rodriguez @ enron . com , peggy . know @ gt . pge . com ,
bwood @ altra . com , mmou @ dynegy . com , shjong @ duke - energy . com ,
ellen _ r _ dailey @ reliantenergy . com , terri _ a _ parrish @ reliantenergy . com ,
agtaylor @ duke - energy . com , robin . gilbreath @ proenergy . com ,
robert . harp @ engageenergy . com , jojowpc @ hotbot . com , tannerj @ kochind . com
cc :
subject : new phone number & address
our office will be moving from houston to dallas 9 / 1 / 00 through 9 / 4 / 00 .
effective 9 / 5 / 00 my new phone & fax numbers are :
phone : 214 875 - 9837
fax : 214 875 - ? ? ? ?
if you need to reach me over the labor day weekend i can be paged at 281
266 - 2212 . this pager number will be good until 9 / 11 / 00 . my new pager number
214 512 - 7901 has also been activated .
our new address will be 1717 main st . suite 1900 , dallas , tx 75201 . the txu
energy trading main number will be 214 875 - 9000 .",0
pricing issue for 5 / 00 production - duke energy,"you probably haven ' t had time to look at the duke energy price . when you get
a chance could you please let me know what the correct price is for may 2000
production .
- - - - - - - - - - - - - - - - - - - - - - forwarded by elizabeth l hernandez / hou / ect on
09 / 01 / 2000 07 : 48 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : stephanie gomes 08 / 30 / 2000 08 : 48 am
to : elizabeth l hernandez / hou / ect @ ect
cc :
subject : pricing issue for 5 / 00 production - duke energy
elizabeth ,
sorry , i can ' t remember if we had talked about this pricing issue or what .
were you looking into this issue for me or was it passed to someone else .
please see the email below . i believe the system is pulling in the wrong
price for waha . wtx . if . m . i . . for 5 / 00 production . the deal # is 250237 .
i looked at the publication and it shows that the price should be $ 2 . 95 .
the price of $ 2 . 95 plus $ 1 would equal the price of $ 2 . 96 which is what duke
is
claiming the price to be instead of what we are showing which is $ 3 . 95 .
thanks , stephanie ( 3 - 6004 )
- - - - - - - - - - - - - - - - - - - - - - forwarded by stephanie gomes / hou / ect on 08 / 30 / 2000
08 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : stephanie gomes 08 / 28 / 2000 01 : 58 pm
to : elizabeth l hernandez / hou / ect @ ect
cc :
subject : pricing issue for 7 / 00 production
elizabeth ,
i have a pricing discrepancy and i was not sure if i send this to you or
oneil .
it ' s for duke energy , 5 / 00 production , deal # 250237 . duke believes our
price is too high . the system downloaded a price of $ 3 . 95
the price should be waha . wtx . if . m . i . , which is $ 2 . 95 for that month . (
waha . wtx . if . m . i . + 1 ) duke believes we should have paid them $ 2 . 96 .
i think the system pulled in the wrong price . could you please let me know
if you handle this pricing issue or someone else ?
thanks , stephanie ( 3 - 6004 )",0
out of the office,"i will be out of the office tuesday , 9 / 5 th . in my absence please contact
mark mccoy at extension 3 - 3396 .",0
"software "" access ""","please rsvp to me and let me know if you have "" access "" set - up on your system .
thank you ,
adrial boals
x 58849",0
cornhusker for sept,"daren informed me that tenaska will continue to nominate the cornhusker
business for another week or so , until all the paperwork is signed . but , we
will be taking this over for september shortly .
thanks ,
mark
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 09 / 01 / 2000 10 : 10
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mark mccoy
09 / 01 / 2000 09 : 33 am
to : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , stacey
neuweiler / hou / ect @ ect
cc : rita wynne / hou / ect @ ect
subject : cornhusker for sept
correction : that should be rick hill , not rich
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 09 / 01 / 2000 09 : 31
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mark mccoy
09 / 01 / 2000 09 : 26 am
to : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , stacey
neuweiler / hou / ect @ ect
cc : rita wynne / hou / ect @ ect
subject : cornhusker for sept
i was informed by nancy stivers at tenaska that rich hill with enron called
tenaska and requested that they continue to handle the nominations and
accounting for cornhusker through september . have you heard this ?",0
lonestar payback for 31 st,"fyi - - - - i am working on getting that oversight for the payback on the 31 st
corrected , switched from the current tenaska contracts , to our old transport .",0
cornhusker for sept,"correction : that should be rick hill , not rich
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 09 / 01 / 2000 09 : 31
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mark mccoy
09 / 01 / 2000 09 : 26 am
to : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , stacey
neuweiler / hou / ect @ ect
cc : rita wynne / hou / ect @ ect
subject : cornhusker for sept
i was informed by nancy stivers at tenaska that rich hill with enron called
tenaska and requested that they continue to handle the nominations and
accounting for cornhusker through september . have you heard this ?",0
cornhusker for sept,"i was informed by nancy stivers at tenaska that rich hill with enron called
tenaska and requested that they continue to handle the nominations and
accounting for cornhusker through september . have you heard this ?",0
lone star points,"daren , there were several points on your list that were previously created
and the remainder have been created , with the exception explained below .
donna and i researched your list and identified the ones that were on system
( which she would create ) and the ones that were off system ( which i would
create ) .
standard pooling stations and west texas ( line x ) pooling stations had no
meters , so they are not set up .
the hunt fairway plant ( 17 - 8477 - 01 ) was previously created as ( 178477 ) , i
need to know if the ( 01 ) needs to be added .
we need to verify hpl - texoma ( 17 - 0973 - 13 ) , it is set up as ( 17097613 ) . is
this the same point ? ? ?
please let donna and myself know how to proceed with the ones in red .
thanks ,
faye",0
